activity,time,lat,long,activity_id
Driving, 1576226594.006, 410328002838394.94, -82505827569094.58, 48
Driving, 1576226602.56, 410384676838394.94, -82505827569094.58, 48
Driving, 1576226604.002, 410332286775299.44, -82507042897956.28, 48
Driving, 1576226614.008, 410333000649648.75, -82473160541576.89, 48
Driving, 1576226622.57, 410334730316315.5, -82473160541576.89, 48
Driving, 1576226624.0029998, 410330022944341.75, -82356178726696.38, 48
Driving, 1576226634.0070002, 410314093656501.3, -82347619484875.44, 48
Driving, 1576226644.0010002, 410327060323168.0, -82347619484875.44, 48
Driving, 1576226654.005, 410388340323168.0, -82347619484875.44, 48
Driving, 1576226664.008, 410392473656501.3, -82347619484875.44, 48
Driving, 1576226674.002, 410481608989834.6, -82347619484875.44, 48
Driving, 1576226684.0070002, 410479891365819.3, -82326010208840.83, 48
Driving, 1576226684.505, 410483466699152.7, -82326010208840.83, 48
Driving, 1576226694.0029998, 410489478819422.3, -82332013190735.97, 48
Driving, 1576226704.0089998, 410489784198893.4, -82302155403351.62, 48
Driving, 1576226705.715, 410502620198893.3, -82302155403351.62, 48
Driving, 1576226714.005, 410495154197547.1, -82269428701793.84, 48
Driving, 1576226724.0010002, 410495534885838.56, -82236420048806.89, 48
Driving, 1576226725.718, 410504070885838.44, -82236420048806.89, 48
Driving, 1576226734.0070002, 410505493689527.56, -82210689651646.66, 48
Driving, 1576226744.002, 410505075024137.0, -82176176008362.73, 48
Driving, 1576226745.93, 410518731357470.3, -82176176008362.73, 48
Driving, 1576226754.008, 410524757680419.8, -82132518581564.95, 48
Driving, 1576226764.005, 410525909528378.75, -82151732409742.31, 48
Driving, 1576226769.149, 410526347195045.4, -82151732409742.31, 48
Driving, 1576226774.0010002, 410525886368580.56, -82153512049050.52, 48
Driving, 1576226784.0070002, 410531226418270.8, -82176665525536.84, 48
Driving, 1576226788.3660002, 410534937418270.9, -82176665525536.84, 48
Driving, 1576226794.004, 410530736151556.0, -82164257457041.62, 48
Driving, 1576226804.01, 410513752015855.9, -82152099442570.39, 48
Driving, 1576226808.3779998, 410517874015855.9, -82152099442570.39, 48
Driving, 1576226814.006, 410494272624352.2, -82191883558174.5, 48
Driving, 1576226824.0089998, 410516965162024.56, -82190883342277.83, 48
Driving, 1576226829.544, 410551928162024.5, -82190883342277.83, 48
Driving, 1576226834.0029998, 410552044450907.4, -82185126745162.03, 48
Driving, 1576226854.0029998, 410550633685394.6, -82164422451613.44, 48
Driving, 1576226864.0070002, 410569367018728.0, -82164422451613.44, 48
Driving, 1576226869.564, 410574136656623.7, -82159935520856.33, 48
Driving, 1576226874.004, 410587360518258.3, -82174435215269.9, 48
Driving, 1576226884.0089998, 410600343851591.7, -82174435215269.9, 48
Driving, 1576226891.4689999, 410601252483702.2, -82172191491553.8, 48
Driving, 1576226894.005, 410609189483702.25, -82172191491553.8, 48
Driving, 1576226904.0010002, 410607754955731.44, -82175739070206.56, 48
Driving, 1576226911.5379999, 410615824970617.44, -82176421433882.6, 48
Driving, 1576226914.0070002, 410616841637284.06, -82176421433882.6, 48
Driving, 1576226924.0029998, 410612865326520.56, -82172717768359.1, 48
Driving, 1576226931.641, 410627688103640.8, -82172429541139.5, 48
Driving, 1576226934.0089998, 410631942436974.1, -82172429541139.5, 48
Driving, 1576226944.005, 410622377216993.94, -82170381394353.72, 48
Driving, 1576226952.8639998, 410620569962835.06, -82169486648622.81, 48
Driving, 1576226954.0010002, 410622317962835.1, -82169486648622.81, 48
Driving, 1576226964.008, 410621222105385.1, -82178605586229.8, 48
Driving, 1576226974.002, 410625872105385.1, -82178605586229.8, 48
Driving, 1576226974.3679998, 410630321877260.56, -82179017457368.89, 48
Driving, 1576226984.008, 410631221210594.0, -82179017457368.89, 48
Driving, 1576226994.004, 410629748211482.44, -82170385016939.55, 48
Driving, 1576227004.008, 410630618878149.06, -82170385016939.55, 48
Driving, 1576227014.0029998, 410622006846492.56, -82172559995819.5, 48
Driving, 1576227015.5470002, 410623159846492.5, -82172559995819.5, 48
Driving, 1576227024.0089998, 410618313940626.94, -82174949719114.77, 48
Driving, 1576227034.004, 410623747273960.3, -82174949719114.77, 48
Driving, 1576227035.43, 410623418074017.4, -82177614722259.12, 48
Driving, 1576227044.0010002, 410627436740684.0, -82177614722259.12, 48
Driving, 1576227054.008, 410632289076082.06, -82175368127458.98, 48
Driving, 1576227055.45, 410632302742748.8, -82175368127458.98, 48
Driving, 1576227064.005, 410635710486105.5, -82173803368067.58, 48
Driving, 1576227074.0029998, 410637043819438.8, -82173803368067.58, 48
Driving, 1576227075.678, 410637584894735.7, -82174345420908.08, 48
Driving, 1576227084.0089998, 410639167894735.75, -82174345420908.08, 48
Walking, 1576227173.345, 410638472389283.75, -82176394468374.72, 49
Walking, 1576227174.0010002, 410687346739676.94, -82175963476688.6, 49
Walking, 1576227184.0010002, 410687530073010.2, -82175963476688.6, 49
Walking, 1576227195.0010002, 410688316585890.7, -82175102435750.62, 49
Walking, 1576227195.2810001, 410688106627024.0, -82171974142676.75, 49
Walking, 1576227205.0010002, 410687903523138.7, -82170060295832.3, 49
Walking, 1576227215.0010002, 410688870189805.3, -82170060295832.3, 49
Walking, 1576227215.05, 410688066331656.3, -82169895263348.56, 49
Walking, 1576227225.0010002, 410686236014670.9, -82170189862484.58, 49
Walking, 1576227235.0010002, 410687104032124.75, -82169755814286.02, 49
Walking, 1576227236.353, 410686175209853.7, -82167802947262.55, 49
Walking, 1576227245.0010002, 410686565209853.8, -82167802947262.55, 49
Walking, 1576227255.004, 410687648543142.25, -82167802659141.39, 49
Walking, 1576227256.381, 410688175025629.9, -82167717300820.23, 49
Walking, 1576227275.0070002, 410689347358963.25, -82167717300820.23, 49
Walking, 1576227277.981, 410687354537900.6, -82169637072517.53, 49
Walking, 1576227296.8479998, 410686859247275.2, -82170858376850.28, 49
Walking, 1576227312.0010002, 410688009580608.44, -82170858376850.28, 49
Active, 1576227336.2229998, 410689967242125.7, -82172216725509.12, 50
Active, 1576227345.0010002, 410689661691167.6, -82172198820778.83, 50
Active, 1576227355.006, 410690095024501.06, -82172198820778.83, 50
Active, 1576227365.002, 410689984661551.56, -82169877613417.45, 50
Active, 1576227375.0089998, 410690849548122.9, -82168645658768.39, 50
Active, 1576227385.005, 410693682881456.4, -82168645658768.39, 50
Active, 1576227401.005, 410694912110039.0, -82168802957920.92, 50
Active, 1576227411.0029998, 410688166719154.2, -82168528344797.11, 50
Active, 1576227426.0089998, 410691450052487.6, -82168528344797.11, 50
Active, 1576227436.006, 410693639194377.56, -82168328230384.53, 50
Active, 1576227447.008, 410693908660957.9, -82169314085571.77, 50
Active, 1576227466.0029998, 410694691994291.3, -82169314085571.77, 50
Active, 1576227517.005, 410695359245269.7, -82169214774511.0, 50
Active, 1576227527.0029998, 410696099756372.4, -82170133234816.11, 50
Active, 1576227540.008, 410696899756372.3, -82170133234816.11, 50
Active, 1576227557.006, 410697531891088.94, -82169852370701.36, 50
Active, 1576227589.0070002, 410698127114433.56, -82170944462514.62, 50
Active, 1576227648.0070002, 410698877114433.56, -82170944462514.62, 50
Active, 1576227698.005, 410698233203567.3, -82171412986650.27, 50
Active, 1576227736.005, 410698015889775.8, -82171801150982.52, 50
Active, 1576227746.004, 410700015889775.9, -82171801150982.52, 50
Active, 1576227777.005, 410699824420147.56, -82172894067685.64, 50
Active, 1576227795.01, 410699920708199.9, -82173473160362.42, 50
Active, 1576227818.002, 410700404041533.1, -82173473160362.42, 50
Active, 1576227863.0110002, 410700784069463.9, -82173597744454.84, 50
Active, 1576227876.005, 410701384800109.06, -82173094199583.47, 50
Active, 1576227886.002, 410702434800109.0, -82173094199583.47, 50
Active, 1576227901.0089998, 410702444174156.6, -82174293230798.62, 50
Active, 1576227912.005, 410703259190456.0, -82174451925876.62, 50
Walking, 1576247895.686, 410704092523789.4, -82174451925876.62, 51
Walking, 1576247916.168, 410703377606300.75, -82174748298989.8, 51
Walking, 1576247917.0010002, 410704936606300.75, -82174748298989.8, 51
Walking, 1576247928.005, 410705521021312.3, -82174318278439.27, 51
Walking, 1576247936.726, 410705711635285.06, -82174519505932.19, 51
Walking, 1576247938.005, 410707025301951.75, -82174519505932.19, 51
Walking, 1576247948.004, 410707177820091.9, -82175626901951.0, 51
Walking, 1576247956.865, 410708682254098.2, -82176198437153.25, 51
Walking, 1576247958.004, 410709836767191.0, -82176307104737.75, 51
Walking, 1576247968.0029998, 410710762883839.94, -82176249184396.64, 51
Walking, 1576247976.885, 410711312883839.94, -82176249184396.64, 51
Walking, 1576247980.005, 410711148248088.25, -82176166489922.73, 51
Walking, 1576247990.005, 410711998248088.1, -82176166489922.73, 51
Walking, 1576247995.801, 410712352315565.75, -82195978900226.64, 51
Walking, 1576248000.005, 410711020526132.75, -82178426712036.53, 51
Walking, 1576248012.0010002, 410710607073745.9, -82179086181203.9, 51
Walking, 1576248017.465, 410712003740412.5, -82179086181203.9, 51
Walking, 1576248022.002, 410712091459591.56, -82180787518327.97, 51
Walking, 1576248032.0029998, 410712091459591.56, -82181894348160.62, 51
Walking, 1576248037.485, 410712604617139.2, -82179486743816.72, 51
Walking, 1576248057.437, 410714442617139.2, -82179486743816.72, 51
Driving, 1576248128.242, 410714806356651.06, -82178265615050.88, 52
Driving, 1576248129.0029998, 410713390451567.7, -82178876678143.25, 52
Driving, 1576248148.7429998, 410713894451567.7, -82178876678143.25, 52
Driving, 1576248164.004, 410714132575545.25, -82180602415225.47, 52
Driving, 1576248169.7570002, 410714083923692.0, -82176093721386.58, 52
Driving, 1576248174.0029998, 410716743257025.3, -82176093721386.58, 52
Driving, 1576248184.0029998, 410715463278395.6, -82167268601307.19, 52
Driving, 1576248189.8979998, 410715323177899.94, -82164318403470.58, 52
Driving, 1576248194.0029998, 410716682114946.56, -82164363093305.03, 52
Driving, 1576248204.002, 410720487737029.6, -82164153300991.72, 52
Driving, 1576248209.601, 410721724070362.8, -82164153300991.72, 52
Driving, 1576248214.0010002, 410724199864223.06, -82163999497459.61, 52
Driving, 1576248224.004, 410726267004884.7, -82175158379159.17, 52
Driving, 1576248230.927, 410731770338218.0, -82175158379159.17, 52
Driving, 1576248234.0029998, 410729556626160.25, -82175132034876.52, 52
Driving, 1576248244.0029998, 410727916049410.9, -82176658154148.44, 52
Driving, 1576248251.0029998, 410732144438156.1, -82177397547038.84, 52
Driving, 1576248254.0010002, 410730764454685.5, -82184220980462.17, 52
Driving, 1576248264.0029998, 410728960541832.1, -82182303372567.53, 52
Driving, 1576248270.774, 410730087208498.9, -82182303372567.53, 52
Driving, 1576248274.004, 410730764096400.44, -82159399524738.03, 52
Driving, 1576248284.0029998, 410730798723224.25, -82169746571196.48, 52
Driving, 1576248291.705, 410696412855826.3, -82169716127673.66, 52
Driving, 1576248294.0010002, 410698506087484.1, -82165185051596.88, 52
Driving, 1576248309.004, 410698985468077.5, -82164466480353.72, 52
Driving, 1576248311.783, 410731762328340.56, -82161612365411.88, 52
Driving, 1576248319.004, 410776813995007.25, -82161612365411.88, 52
Driving, 1576248329.0029998, 410772487076073.56, -82151819241491.97, 52
Driving, 1576248331.795, 410774057206757.0, -82136258743079.81, 52
Driving, 1576248339.004, 410808487540090.3, -82136258743079.81, 52
Driving, 1576248349.004, 410805771655890.56, -82163096521351.92, 52
Driving, 1576248359.0010002, 410829454989223.9, -82163096521351.92, 52
Driving, 1576248369.0029998, 410850082177895.8, -82157918241420.22, 52
Driving, 1576248379.004, 410874965511229.1, -82157918241420.22, 52
Driving, 1576248389.0029998, 410900639875900.94, -82157353297918.75, 52
Driving, 1576248391.92, 410875362352749.2, -82113475018913.05, 52
Driving, 1576248399.004, 410876477521429.75, -82175970600585.86, 52
Driving, 1576248409.0029998, 410879138583839.9, -82155071876090.17, 52
Driving, 1576248413.141, 410788424008175.7, -82162419775030.81, 52
Driving, 1576248429.0029998, 410821353332573.56, -82021950674743.05, 52
Driving, 1576248433.957, 410825676999240.25, -82021950674743.05, 52
Driving, 1576248439.0029998, 410827164141943.0, -82059078564245.27, 52
Driving, 1576248449.0029998, 410826371964224.25, -82086619598843.78, 52
Driving, 1576248454.143, 410809864326265.25, -82099070895924.66, 52
Driving, 1576248459.002, 410817308006922.25, -82108593071408.08, 52
Driving, 1576248469.004, 410818408006922.44, -82108593071408.08, 52
Driving, 1576248475.1179998, 410815555070185.3, -82131270691364.19, 52
Driving, 1576248479.0029998, 410825773070185.3, -82131270691364.19, 52
Driving, 1576248489.004, 410823012169884.25, -82099323742687.44, 52
Driving, 1576248495.252, 410849878836550.94, -82099323742687.44, 52
Driving, 1576248499.0010002, 410831413713369.3, -82077449834377.55, 52
Driving, 1576248509.004, 410832680380035.94, -82077449834377.55, 52
Driving, 1576248515.074, 410829131977425.4, -82095570428152.8, 52
Driving, 1576248519.004, 410835157310758.7, -82095570428152.8, 52
Driving, 1576248529.0029998, 410850060392178.2, -82080413621143.1, 52
Driving, 1576248535.2429998, 410838791162367.25, -82077182479143.88, 52
Driving, 1576248539.002, 410842143829034.0, -82077182479143.88, 52
Driving, 1576248549.004, 410838390670916.75, -82086249949077.92, 52
Driving, 1576248555.2589998, 410863426741426.75, -82065508520600.44, 52
Driving, 1576248559.004, 410859206993785.1, -82212144889178.22, 52
Driving, 1576248569.0029998, 410856822196658.1, -82182255985104.9, 52
Driving, 1576248575.323, 410980872464596.94, -82206392534784.17, 52
Driving, 1576248579.0029998, 410844656542662.6, -82246538352453.6, 52
Driving, 1576248589.004, 410856723209329.2, -82246538352453.6, 52
Driving, 1576248599.0029998, 410852074968716.9, -82222912741455.86, 52
Driving, 1576248609.002, 410853253729873.7, -82189024192917.88, 52
Driving, 1576248616.571, 410875495691795.94, -82224368741264.22, 52
Driving, 1576248619.0029998, 410879441860924.8, -82208416695816.62, 52
Driving, 1576248629.004, 410868993477848.4, -82207835907304.69, 52
Driving, 1576248636.574, 410890938392212.7, -82238353656383.94, 52
Driving, 1576248639.002, 410932692058879.4, -82238353656383.94, 52
Driving, 1576248649.0029998, 410922421862556.6, -82253187421182.47, 52
Driving, 1576248659.0029998, 410919151742029.8, -82285168603906.95, 52
Driving, 1576248669.004, 410928718408696.56, -82285168603906.95, 52
Driving, 1576248679.0029998, 410941008514174.06, -82277516766662.56, 52
Driving, 1576248689.004, 410957741847507.3, -82277516766662.56, 52
Driving, 1576248699.002, 410979275180840.7, -82277516766662.56, 52
Driving, 1576248709.004, 410974917960224.1, -82196168756644.69, 52
Driving, 1576248719.004, 410969250443201.56, -82190837890160.95, 52
Driving, 1576248729.002, 411000633109868.2, -82190837890160.95, 52
Driving, 1576248739.004, 411016892346189.44, -82180164295667.83, 52
Driving, 1576248749.004, 411047366012856.2, -82180164295667.83, 52
Driving, 1576248759.0029998, 411053161295017.56, -82156412183558.25, 52
Driving, 1576248769.0010002, 411058647963625.6, -82179519730108.53, 52
Driving, 1576248779.004, 411063631296958.9, -82179519730108.53, 52
Driving, 1576248789.0029998, 411064748307092.5, -82146994155550.8, 52
Driving, 1576248799.0029998, 411064719760775.25, -82128595585555.75, 52
Driving, 1576248809.0010002, 411073419760775.25, -82128595585555.75, 52
Driving, 1576248819.0029998, 411086272694882.6, -82111136025531.62, 52
Driving, 1576248819.76, 411128697361549.2, -82111136025531.62, 52
Driving, 1576248829.004, 411118433629794.44, -82115273280161.5, 52
Driving, 1576248839.0010002, 411136700296461.06, -82115273280161.5, 52
Driving, 1576248840.971, 411112835647768.06, -82115189150415.89, 52
Driving, 1576248849.004, 411146218981101.3, -82115189150415.89, 52
Driving, 1576248859.0010002, 411149279267099.2, -82112863765790.23, 52
Driving, 1576248869.0029998, 411155995933765.8, -82112863765790.23, 52
Driving, 1576248879.004, 411153910711882.25, -82139712437897.44, 52
Driving, 1576248889.004, 411159577378549.06, -82139712437897.44, 52
Driving, 1576248899.0010002, 411159668297934.8, -82105112075875.55, 52
Driving, 1576248909.0029998, 411160575849503.4, -82083053207081.88, 52
Driving, 1576248919.0029998, 411173031800189.75, -82089536920097.34, 52
Driving, 1576248929.0029998, 411185629692834.8, -82073601615681.6, 52
Driving, 1576248939.0029998, 411210346359501.44, -82073601615681.6, 52
Driving, 1576248942.595, 411376407979068.9, -82063216360593.0, 52
Driving, 1576248949.0029998, 411583663979068.8, -82063216360593.0, 52
Driving, 1576248959.002, 411586218503112.56, -82050998806802.92, 52
Driving, 1576248969.004, 411607061841467.4, -82044772649060.44, 52
Driving, 1576248979.0029998, 411632645174800.56, -82044772649060.44, 52
Driving, 1576248985.332, 412011060830380.6, -81879357365061.36, 52
Driving, 1576248989.004, 412537725163714.0, -81879357365061.36, 52
Driving, 1576248999.0029998, 412541874066212.6, -81906524422160.3, 52
Driving, 1576249005.3439999, 412619743340070.06, -81932352968708.34, 52
Driving, 1576249009.002, 412694291204837.3, -81933492356791.5, 52
Driving, 1576249029.0029998, 412693170418187.0, -81899296728021.92, 52
Driving, 1576249039.0029998, 412688483905961.2, -81918253740507.7, 52
Driving, 1576249046.5370002, 412694231502260.06, -81756667616692.48, 52
Driving, 1576249049.0029998, 412702780168926.7, -81756667616692.48, 52
Driving, 1576249059.0029998, 412678646196469.9, -81754017347740.84, 52
Driving, 1576249069.008, 412659643255140.06, -81744815537240.4, 52
Driving, 1576249079.004, 412723737584520.56, -81712827586782.25, 52
Driving, 1576249089.01, 412708351214714.4, -81718034926060.78, 52
Driving, 1576249099.005, 412709561308639.75, -81653463811808.25, 52
Driving, 1576249109.01, 412695134784509.44, -81668089736798.53, 52
Driving, 1576249119.004, 412767901749011.44, -81597495059190.81, 52
Driving, 1576249129.0089998, 412777201029413.4, -81586456439892.64, 52
Driving, 1576249139.005, 412819119936114.4, -81526182929789.84, 52
Driving, 1576249149.008, 412804423734905.94, -81519801768895.5, 52
Driving, 1576249159.0029998, 412808448577432.1, -81544314785160.89, 52
Driving, 1576249169.0070002, 412796914375586.1, -81540437357486.33, 52
Driving, 1576249179.01, 412747265529569.06, -81549686075211.66, 52
Driving, 1576249189.0029998, 412772380558487.5, -81550163162768.84, 52
Driving, 1576249199.006, 412705205479033.5, -81496520370345.14, 52
Driving, 1576249209.01, 412721322145700.2, -81496520370345.14, 52
Driving, 1576249209.738, 412776805717070.75, -80981621593726.0, 52
Driving, 1576249219.0029998, 412675431148236.44, -81406138689993.55, 52
Driving, 1576249229.008, 412696631148236.44, -81406138689993.55, 52
Driving, 1576249229.738, 412705165210169.44, -81408196217467.69, 52
Driving, 1576249239.0029998, 412730466772812.94, -81403863054312.39, 52
Driving, 1576249249.0070002, 412723977305792.5, -81378043630737.86, 52
Driving, 1576249259.0010002, 412707004080673.0, -81390473419322.42, 52
Driving, 1576249269.006, 412730870985058.6, -81389430005056.48, 52
Driving, 1576249279.002, 412743893374260.0, -81404820677271.62, 52
Driving, 1576249289.0070002, 412766410040926.6, -81404820677271.62, 52
Driving, 1576249290.814, 412733971915870.94, -81409139634173.97, 52
Driving, 1576249299.0010002, 412739421571210.6, -81434172598621.98, 52
Driving, 1576249309.005, 412765554904544.06, -81434172598621.98, 52
Driving, 1576249329.005, 412749655894511.4, -81437288350925.42, 52
Driving, 1576249351.857, 412719327872211.4, -81476525941279.11, 52
Driving, 1576249354.01, 412734681205544.7, -81476525941279.11, 52
Driving, 1576249364.006, 412740812466219.9, -81451123166908.45, 52
Driving, 1576249374.01, 412719611557755.4, -81444779868231.62, 52
Driving, 1576249384.006, 412745531224422.0, -81444779868231.62, 52
Driving, 1576249394.002, 412745994474942.3, -81451812073544.61, 52
Driving, 1576249404.008, 412733846393173.1, -81441470979974.94, 52
Driving, 1576249414.006, 412751237521790.25, -81436603288933.39, 52
Driving, 1576249424.002, 412761471521790.2, -81436603288933.39, 52
Driving, 1576249434.008, 412784065471337.75, -81439807510692.84, 52
Driving, 1576249444.004, 412695730679203.8, -81398986928550.02, 52
Driving, 1576249454.01, 412717647345870.44, -81398986928550.02, 52
Driving, 1576249464.006, 412739395180414.8, -81404766934125.94, 52
Driving, 1576249474.0029998, 412763319827054.0, -81402377744656.38, 52
Driving, 1576249484.008, 412890931493720.6, -81402377744656.38, 52
Driving, 1576249493.981, 413071556237433.25, -81404914432530.22, 52
Driving, 1576249515.147, 413230708723973.9, -81421769008926.7, 52
Driving, 1576249519.0070002, 413255380057307.25, -81421769008926.7, 52
Driving, 1576249529.0010002, 413260492731732.0, -81405644441077.92, 52
Driving, 1576249535.034, 413392249659999.94, -81364388028504.69, 52
Driving, 1576249539.006, 413573944326666.56, -81364388028504.69, 52
Driving, 1576249549.01, 413566491378824.7, -81338961517073.89, 52
Driving, 1576249559.004, 413558036441588.7, -81352056282996.55, 52
Driving, 1576249569.0070002, 413552284695808.75, -81370391513079.22, 52
Driving, 1576249579.002, 413541760685327.94, -81377356834601.61, 52
Driving, 1576249589.006, 413550544018661.2, -81377356834601.61, 52
Driving, 1576249596.095, 413540123911522.4, -81380230371965.44, 52
Driving, 1576249599.01, 413546479206778.75, -81378435058732.84, 52
Driving, 1576249609.005, 413569595873445.3, -81378435058732.84, 52
Driving, 1576249616.1039999, 413597575560871.7, -81369564444932.34, 52
Driving, 1576249629.004, 413598705617999.0, -81350308495829.52, 52
Driving, 1576249639.0089998, 413624505617999.06, -81350308495829.52, 52
Driving, 1576249649.004, 413587442814722.1, -81360846915712.97, 52
Driving, 1576249657.141, 413621878814722.25, -81360846915712.97, 52
Driving, 1576249659.0110002, 413616665836972.0, -81376916280809.14, 52
Driving, 1576249669.005, 413630964849729.4, -81360754410480.66, 52
Driving, 1576249679.0110002, 413651498183062.6, -81360754410480.66, 52
Driving, 1576249689.005, 413648075868565.7, -81343609612132.83, 52
Driving, 1576249699.0089998, 413671567109033.8, -81347229046734.0, 52
Driving, 1576249709.006, 413697333775700.44, -81347229046734.0, 52
Driving, 1576249719.01, 413723204808125.25, -81346994157570.9, 52
Driving, 1576249729.005, 413695074634085.5, -81296396376988.67, 52
Driving, 1576249739.01, 413719686425780.8, -81294335992602.19, 52
Driving, 1576249749.004, 413876677764323.0, -81326577808092.8, 52
Driving, 1576249759.008, 413857133301947.06, -81330376593818.2, 52
Driving, 1576249759.292, 413619762599385.75, -81343876634237.27, 52
Driving, 1576249769.002, 413861977171918.44, -81303682268558.89, 52
Driving, 1576249779.2710001, 413929559171918.44, -81303682268558.89, 52
Driving, 1576249799.51, 413920785568497.56, -81119379859240.6, 52
Driving, 1576249809.0070002, 413730814178101.7, -81225460643389.92, 52
Driving, 1576249819.002, 413751380844768.3, -81225460643389.92, 52
Driving, 1576249821.4910002, 413750488285566.8, -81230181202593.64, 52
Driving, 1576249829.0070002, 413747707996378.75, -81201151125503.58, 52
Driving, 1576249839.0010002, 413762124663045.44, -81201151125503.58, 52
Driving, 1576249840.586, 413753548201356.06, -81143046252659.84, 52
Driving, 1576249849.005, 413778272029707.0, -81155965874499.92, 52
Driving, 1576249859.01, 413791455363040.4, -81155965874499.92, 52
Driving, 1576249869.005, 413778766435403.94, -81148696176869.27, 52
Driving, 1576249879.0089998, 413788037840333.44, -81146009793078.02, 52
Driving, 1576249889.002, 413793071173666.9, -81146009793078.02, 52
Driving, 1576249899.006, 413793172929790.44, -81110417166109.31, 52
Driving, 1576249902.429, 413792858070482.5, -81153866142697.55, 52
Driving, 1576249909.0010002, 413798066070482.5, -81153866142697.55, 52
Driving, 1576249919.005, 413794741896439.7, -81175162270153.33, 52
Driving, 1576249929.008, 413793046772908.25, -81157937489613.84, 52
Driving, 1576249939.0029998, 413795730106241.56, -81157937489613.84, 52
Driving, 1576249943.655, 413800806534859.8, -81153919341522.12, 52
Driving, 1576249949.008, 413800829439251.1, -81144754905454.12, 52
Driving, 1576249959.004, 413815696105917.8, -81144754905454.12, 52
Driving, 1576249963.7979999, 413816670934156.44, -81138486227243.64, 52
Driving, 1576249969.0110002, 413814264215274.7, -81153735078963.47, 52
Driving, 1576249979.006, 413825430881941.4, -81153735078963.47, 52
Driving, 1576249983.435, 413853557380075.6, -81159773948852.08, 52
Driving, 1576249989.0010002, 413870659450204.8, -81162520089009.42, 52
Driving, 1576249999.006, 413883509450204.94, -81162520089009.42, 52
Driving, 1576250003.73, 413874351186545.75, -81140874584687.8, 52
Driving, 1576250009.0029998, 413891075579506.4, -81191512319683.27, 52
Driving, 1576250019.0070002, 413887366857302.4, -81184919018356.36, 52
Driving, 1576250023.74, 413897835190635.7, -81184919018356.36, 52
Driving, 1576250029.002, 413897624639887.3, -81227500166508.67, 52
Driving, 1576250039.006, 413900776788212.6, -81240333644477.31, 52
Driving, 1576250044.746, 413908699121546.0, -81240333644477.31, 52
Driving, 1576250049.0029998, 413907202985179.8, -81251687958558.95, 52
Driving, 1576250059.0010002, 413912392303566.7, -81249397237088.42, 52
Driving, 1576250065.7770002, 413915147536194.25, -81245304306751.16, 52
Driving, 1576250069.008, 413915834665683.4, -81245119254379.17, 52
Driving, 1576250079.005, 413917960244366.3, -81243837936069.58, 52
Driving, 1576250086.019, 413930537244366.25, -81243837936069.58, 52
Driving, 1576250089.0010002, 413930457603597.1, -81242553314358.58, 52
Driving, 1576250099.008, 413923543766538.25, -81243421603379.53, 52
Driving, 1576250106.159, 413927796433204.94, -81243421603379.53, 52
Driving, 1576250109.004, 413928635946520.44, -81243347572147.56, 52
Driving, 1576250119.0010002, 413928509973310.0, -81244903910946.62, 52
Driving, 1576250129.0070002, 413935126639976.75, -81244903910946.62, 52
Driving, 1576250129.199, 413936073859961.8, -81243747535057.25, 52
Driving, 1576250139.0029998, 413936286300662.44, -81240727498532.67, 52
Driving, 1576250147.5770001, 413936335967329.1, -81240727498532.67, 52
Driving, 1576250149.0089998, 413936689971135.44, -81240995598454.2, 52
Driving, 1576250159.005, 413936236610367.4, -81240130215023.77, 52
Driving, 1576250169.01, 413938636610367.3, -81240130215023.77, 52
Driving, 1576250179.006, 413940607805715.7, -81237604608157.72, 52
Driving, 1576250189.0029998, 413940718807924.94, -81233882939816.12, 52
Driving, 1576250199.0089998, 413944702141258.3, -81233882939816.12, 52
Driving, 1576250209.006, 413947579557502.06, -81239344635940.48, 52
Driving, 1576250229.01, 413950427163796.9, -81241508991009.81, 52
Driving, 1576250239.008, 413955829497130.25, -81241508991009.81, 52
Driving, 1576250249.0089998, 413958162058839.06, -81238715878109.19, 52
Driving, 1576250249.72, 413958180009411.44, -81235528156141.84, 52
Driving, 1576250259.008, 413957293023393.8, -81233466362263.45, 52
Driving, 1576250269.006, 413958564561438.7, -81237725542959.45, 52
Driving, 1576250269.789, 413960459561438.75, -81237725542959.45, 52
Driving, 1576250279.005, 413961390517269.6, -81237782507084.92, 52
Driving, 1576250289.0029998, 413960512800383.7, -81233741803545.73, 52
Driving, 1576250289.8070002, 413960679800383.75, -81233741803545.73, 52
Driving, 1576250299.0110002, 413958480524569.7, -81233819254119.48, 52
Driving, 1576251907.417, 413959302704487.4, -81233890140082.7, 53
Driving, 1576251910.006, 413959835704487.4, -81233890140082.7, 53
Driving, 1576251961.0070002, 413959486752714.0, -81234889874104.34, 53
Driving, 1576251971.006, 413958635527188.94, -81237190466066.16, 53
Driving, 1576251981.004, 413962715527189.0, -81237190466066.16, 53
Driving, 1576251989.0870001, 413966492623366.25, -81236517118806.92, 53
Driving, 1576251991.0010002, 413962760172550.6, -81236860081137.17, 53
Driving, 1576252001.0070002, 413971426839217.4, -81236860081137.17, 53
Driving, 1576252008.607, 413974904383069.9, -81236380310057.36, 53
Driving, 1576252011.005, 413979559049736.5, -81236380310057.36, 53
Driving, 1576252021.002, 413971928076463.5, -81237857306771.16, 53
Driving, 1576252029.707, 413967301543756.9, -81240504336933.06, 53
Driving, 1576252031.0070002, 413968976543756.94, -81240504336933.06, 53
Driving, 1576252041.006, 413965179538393.5, -81236040816325.61, 53
Driving, 1576252051.002, 413969805079518.5, -81231281865394.5, 53
